,R2(Train),R2(Validation),RMSE(Train),RMSE(Validation),StandardError(Validation),Adjusted R2(Validation),MAE(Train),MAE(Validation),MAPE(Validation),Target,Algorithm
0,0.6051393099526716,-3.4424692614674,3.3930783122635635,8.051538905718072,4.03829924195289,-6.572390786592158,2.7423876390882436,6.355580709241214,8.492304254819821,Agreeableness,Linear Regression SGD
1,0.44331590015839434,-3.5822233132834564,4.225898346892093,7.717471224601668,3.2903140481060857,-6.810607920369529,3.399131236439114,6.057709661920128,9.308867884362208,Conscientiousness,Linear Regression SGD
2,0.772817312316491,-6.65648582332073,3.1982102272584085,7.338147565274936,7.337566653774725,-12.050828107933063,2.531289599327074,5.531856212416081,9.269152377138191,Extraversion,Linear Regression SGD
3,0.435564606246625,-4.818480133455977,4.408783187991843,6.394176013430543,8.835755738630668,-8.917863863845415,3.5509244496615047,5.289535869450953,11.104086504599247,Openness,Linear Regression SGD
4,0.6547173855012356,-1.4530433008999026,5.605406329864787,9.90967145267228,1.0170071366455837,-3.181323808352106,4.43172307640756,7.659618992466495,22.952442029797005,Neuroticism,Linear Regression SGD
0,0.6089985211402581,-4.078671607040193,3.3762351667186934,8.421653289192989,7.426249602880356,-7.656826602909421,2.7353305498970557,6.530842800009306,8.497021991163331,Agreeableness,Linear Regression
1,0.6111210396363264,-3.885396076789719,3.5375509576480213,7.424020260087058,4.381815399792673,-7.327379676346114,2.8026377261970166,5.969665780009775,8.65393171228246,Conscientiousness,Linear Regression
2,0.7740712838816057,-6.111399527809939,3.1891583446121317,7.061885841281797,5.478186576262508,-11.121703740585126,2.5194020668536474,5.5038599009477975,9.257932540823566,Extraversion,Linear Regression
3,0.6147932970618942,-6.737350603196081,3.6364394225040866,6.561463017445873,14.786127382911092,-12.188665800902411,2.83822043764226,5.382461388817465,9.251212470061452,Openness,Linear Regression
4,0.655694670002064,-1.3754628077321263,5.597695392448028,9.734135172192273,1.0538867124832947,-3.0490843313615787,4.429219364380747,7.637364177706366,23.00101192804793,Neuroticism,Linear Regression
0,0.27625475983533787,-0.1891877667592393,4.597159353192013,4.749911748072436,0.302107453036755,-1.0270246024305214,3.60024140689094,3.7168833825196432,10.995358299216615,Agreeableness,Lasso Regression
1,0.3585565734516848,-0.27050195174701724,4.547024301946394,4.678095370411796,0.4305687294772865,-1.1656283268415066,3.5824648926108664,3.687723693365766,10.934881933230674,Conscientiousness,Lasso Regression
2,0.5886218102858594,-1.0029283335787198,4.307576476964577,4.77806211823263,0.722532339964148,-2.4140823867819092,3.36750832465108,3.7495274078198615,12.730226911823413,Extraversion,Lasso Regression
3,0.34564695118674127,-0.060639158780081845,4.741362564771439,4.838540757347023,0.41393450048741887,-0.8079076570115034,3.4804422108330977,3.554524518243569,11.322366151494412,Openness,Lasso Regression
4,0.5535155852335162,-0.1803965250443777,6.371319018031534,6.851703094288303,0.5582063022619176,-1.012039531325644,5.261697253021661,5.654528118207983,28.054164346542283,Neuroticism,Lasso Regression
0,0.3002650494046284,-0.19278230679359598,4.519925588768967,4.755487097690563,0.29642428483542593,-1.0331516593072663,3.510136246928119,3.700547634707158,10.714667617897717,Agreeableness,Elastic Net
1,0.35555144608640477,-0.3234089146069648,4.557052643149055,4.737721519684799,0.4625584840633371,-1.255810649898235,3.577814136470073,3.739713572007935,10.969866227937567,Conscientiousness,Elastic Net
2,0.5983181746925732,-1.040410716938713,4.256042316371784,4.77584699470869,0.7551099538981884,-2.4779728129637153,3.3202948712458977,3.7458599482459025,12.555729478114133,Extraversion,Elastic Net
3,0.33010935126753504,-0.07921367977942365,4.797057809635359,4.902100969297487,0.4831310426379846,-0.8395687723512901,3.5139120548264793,3.573352890101624,11.501936936771912,Openness,Elastic Net
4,0.5456235112375609,-0.21398364688731064,6.426406344992042,7.010183115384548,0.4282393944996828,-1.0692903071942794,5.32283907085673,5.851312207917791,28.590663402833293,Neuroticism,Elastic Net
0,0.2811740608762249,-0.1700248674475413,4.581474890173994,4.692766972699627,0.35166718807641034,-0.9943605695128546,3.6214985886644784,3.693319871554712,10.991303574630145,Agreeableness,MARS
1,0.3749202501423784,-0.24832855165326423,4.4897993128711935,4.7310379609598865,0.26061080479601056,-1.1278327584998822,3.5658162329080993,3.7501582728907765,10.885551629623466,Conscientiousness,MARS
2,0.5529414638616654,-1.0048256878414092,4.491754681064505,4.882233239453529,0.7025244807374437,-2.4173165133660386,3.5618380302893513,3.8725652920920983,13.589154363741498,Extraversion,MARS
3,0.4448390847026479,-0.16267420945031555,4.365484391643227,4.435083401513373,0.6303283058771652,-0.9818310388357652,3.1133704741545367,3.2237425170859844,9.98387823143067,Openness,MARS
4,0.6999837886304366,0.03737183600840279,5.204022332762843,6.2392158423070825,0.3028898714137902,-0.6408434613493135,4.067501191487439,5.065130471598965,18.534541874826377,Neuroticism,MARS
