,R2(Train),R2(Validation),RMSE(Train),RMSE(Validation),StandardError(Validation),Adjusted R2(Validation),MAE(Train),MAE(Validation),MAPE(Validation),Target,Algorithm
0,0.5748183041714728,-1.476267697430525,3.5233908469917035,6.670756049616849,1.3053483258664615,-3.1271128290508745,2.8012947136515103,5.218166492563078,8.59704031538279,Agreeableness,Linear Regression
1,0.615503979774803,-7.092897424036944,3.5183415473593342,8.425549908341077,14.405390164719776,-12.488162373394907,2.802501129084978,6.231200595811908,8.663625654993064,Conscientiousness,Linear Regression
2,0.7856730325212559,-4.491001513196667,3.1023636017573475,6.473568878913012,4.6747858873954184,-8.151669188661112,2.4380440026105905,5.074480092367552,8.538512525178687,Extraversion,Linear Regression
3,0.6074262761244154,-5.081487611156639,3.6725199430518085,6.2072094515403595,10.877114303433913,-9.135812685261065,2.818087343613319,5.142408599117817,9.132918366548212,Openness,Linear Regression
4,0.6729983297797444,-1.6321381481762043,5.456797094275581,9.675420991943358,1.5027643995639266,-3.386896913627007,4.372179613529863,7.690853170823269,22.72186277335427,Neuroticism,Linear Regression
0,0.2874207707689639,-0.18871447190511462,4.561429500477861,4.756834483721614,0.3057766532719516,-0.9811907865085243,3.5857721673001044,3.747220375365833,10.9194014535755,Agreeableness,Lasso Regression
1,0.3732829637242013,-0.23846798146073275,4.494227812372305,4.62634084215856,0.33808640359925496,-1.0641133024345542,3.524166687294972,3.651986483829813,10.754400906240722,Conscientiousness,Lasso Regression
2,0.6037805505349726,-0.8620284065271892,4.228073335848546,4.596684146930087,0.6655853242075345,-2.1033806775453154,3.305442074872422,3.551448480337025,12.338825849728883,Extraversion,Lasso Regression
3,0.31052595675389066,-0.13456195184695532,4.867260550175181,4.974811767389969,0.4639860212310108,-0.8909365864115923,3.5583950332903536,3.6112504984354006,11.60122777729056,Openness,Lasso Regression
4,0.4885656526488071,-0.30925629130327037,6.814370794525539,7.248716986704692,0.442782075992626,-1.182093818838784,5.6120520189065415,5.94006643066032,29.36024336272494,Neuroticism,Lasso Regression
0,0.29096952142999327,-0.19253387839412156,4.550043885663423,4.770568201612592,0.29571675277592624,-0.9875564639902024,3.5590890716436325,3.748067195596422,10.876322551647554,Agreeableness,Elastic Net
1,0.36512879431921463,-0.26820379773330827,4.523277853540686,4.6566465757941895,0.39457151123511214,-1.1136729962221805,3.5547813982514915,3.6797043437973027,10.86988256654966,Conscientiousness,Elastic Net
2,0.6160769970757706,-0.9055762005861897,4.15997531424434,4.594385904151968,0.7727330158357384,-2.175960334310316,3.2571646957394975,3.538902762470691,12.131222312509255,Extraversion,Elastic Net
3,0.3066752103180798,-0.14008627353691258,4.880738744183225,4.992519608369535,0.490658792321643,-0.9001437892281876,3.5707992993549196,3.6317221412484426,11.674735559452927,Openness,Elastic Net
4,0.4889881382206833,-0.3438635031304479,6.81272467081403,7.294410607222078,0.5133977386093805,-1.2397725052174127,5.627382584679026,6.015258344129353,30.03626530174386,Neuroticism,Elastic Net
0,0.3031001160542172,-0.16009035913534128,4.511774161948498,4.7905060712111185,0.30028729428358114,-0.9334839318922354,3.577682739436341,3.7937949925847962,11.044689076460205,Agreeableness,MARS
1,0.38950223986913957,-0.19672523442765072,4.436272676844075,4.510983035227429,0.26259357311109094,-0.9945420573794179,3.5045461488535326,3.540402033326931,10.185107834898242,Conscientiousness,MARS
2,0.5803691723500848,-0.852109596137799,4.3521806137660155,4.58283632219456,0.7235990621048171,-2.086849326896332,3.4213338088047833,3.550111229748994,12.705217277957237,Extraversion,MARS
3,0.3903155685648822,-0.2616379206798081,4.572477948459317,4.8586974302243515,0.6250227585857027,-1.1027298677996802,3.2753178365834863,3.499600823572733,11.296390429925044,Openness,MARS
4,0.48191227923650154,-0.2931575544387447,6.860971999237816,7.226480912062713,0.41506541462565266,-1.1552625907312408,5.570530862393421,5.856131192134634,28.84815000544161,Neuroticism,MARS
